SMPLID,Habitat,Individual,Dataset,Acc.no,total input read (pairs),Rejected 1st read pair,Rejected 2nd read pair,Accepted 1st read pair,Accepted 2nd read pair,Singleton 1st read pair,Singleton 2nd read pair,Avg read length,AvgQual read quality (if quality information available),average accumulated Error,Latitude,Longitude,Date when the sample was collected.
MH0292,-,-,Gut,ERP004605,37793040,8590896,9413508,29202144,28379532,5084616,4262004,87.6,35.2,0.0973,-,-,-
MH0313,-,-,Gut,ERP004605,35782200,5087874,5289252,30694326,30492948,3178722,2977344,88.5,35.8,0.08,-,-,-
MH0316,-,-,Gut,ERP004605,44074275,7906433,8495735,36167842,35578540,4671136,4081834,88.2,35.5,0.09,-,-,-
MH0318,-,-,Gut,ERP004605,44340541,10036571,10220574,34303970,34119967,5212745,5028742,87.9,35.1,0.103,-,-,-
MH0321,-,-,Gut,ERP004605,45067560,7939684,8029736,37127876,37037824,4541791,4451739,88.2,35.4,0.0886,-,-,-
MH0322,-,-,Gut,ERP004605,44920119,9079546,9092131,35840573,35827988,4704155,4691570,88.1,35.3,0.0992,-,-,-
MH0333,-,-,Gut,ERP004605,40070372,6406068,6909881,33664304,33160491,3991496,3487683,88.4,35.6,0.0872,-,-,-
MH0403,-,-,Gut,ERP004605,43812936,8513997,8892863,35298939,34920073,4747764,4368898,88.1,35.4,0.0937,-,-,-
MH0404,-,-,Gut,ERP004605,40226900,8484496,8939359,31742404,31287541,4524072,4069209,88,35.2,0.104,-,-,-
MH0405,-,-,Gut,ERP004605,42976394,7858294,8145081,35118100,34831313,4490428,4203641,88.2,35.5,0.0918,-,-,-
MH0406,-,-,Gut,ERP004605,46387812,14448149,11955079,31939663,34432733,4839118,7332188,86.7,34.4,0.133,-,-,-
MH0407,-,-,Gut,ERP004605,46728789,13518054,10978437,33210735,35750352,4569237,7108854,87,34.6,0.128,-,-,-
MH0408,-,-,Gut,ERP004605,48028606,10096902,10482209,37931704,37546397,5343184,4957877,88.1,35.3,0.1,-,-,-
MH0409,-,-,Gut,ERP004605,42454494,11665443,9191240,30789051,33263254,3819634,6293837,87.1,34.8,0.121,-,-,-
MH0410,-,-,Gut,ERP004605,40619953,8688702,9526554,31931251,31093399,4827021,3989169,88,35.2,0.104,-,-,-
MH0411,-,-,Gut,ERP004605,46739045,12847694,9986186,33891351,36752859,4215518,7077026,87.1,34.7,0.122,-,-,-
MH0412,-,-,Gut,ERP004605,43534468,12035061,9522886,31499407,34011582,4077934,6590109,87,34.7,0.123,-,-,-
MH0413,-,-,Gut,ERP004605,40424075,11816704,9225898,28607371,31198177,3732915,6323721,86.9,34.7,0.126,-,-,-
MH0414,-,-,Gut,ERP004605,38736150,9468959,7787726,29267191,30948424,3539163,5220396,87.4,34.9,0.114,-,-,-
MH0415,-,-,Gut,ERP004605,40005864,12371617,9671308,27634247,30334556,3904729,6605038,86.7,34.5,0.131,-,-,-
MH0416,-,-,Gut,ERP004605,45847758,19925,26588,45827833,45821170,26544,19881,90,62.2,0.0045,-,-,-
MH0417,-,-,Gut,ERP004605,49442487,14911430,11765255,34531057,37677232,4767968,7914143,86.8,34.5,0.128,-,-,-
MH0418,-,-,Gut,ERP004605,44271885,13065736,10248859,31206149,34023026,4142961,6959838,86.9,34.6,0.126,-,-,-
MH0419,-,-,Gut,ERP004605,50780124,11303203,10998741,39476921,39781383,5530705,5835167,87.7,35.0,0.102,-,-,-
MH0420,-,-,Gut,ERP004605,42914024,9308,22810,42904716,42891214,22780,9278,90,63.6,0.00324,-,-,-
MH0421,-,-,Gut,ERP004605,44291562,8805001,8694554,35486561,35597008,4617198,4727645,87.9,35.2,0.0951,-,-,-
MH0422,-,-,Gut,ERP004605,39741160,7600911,7505881,32140249,32235279,4084648,4179678,88,35.4,0.0917,-,-,-
MH0423,-,-,Gut,ERP004605,41197728,8021701,7905435,33176027,33292293,4313040,4429306,87.9,35.2,0.0956,-,-,-
MH0424,-,-,Gut,ERP004605,39518019,7520301,7547894,31997718,31970125,4124518,4096925,87.9,35.2,0.0953,-,-,-
MH0425,-,-,Gut,ERP004605,46336940,8538415,8444590,37798525,37892350,4688433,4782258,88,35.4,0.0896,-,-,-
MH0426,-,-,Gut,ERP004605,45647261,10544763,10212437,35102498,35434824,5147739,5480065,87.7,34.9,0.106,-,-,-
MH0427,-,-,Gut,ERP004605,46210848,8950476,9039297,37260372,37171551,4992101,4903280,87.8,35.1,0.0977,-,-,-
MH0428,-,-,Gut,ERP004605,49930665,10235578,10095088,39695087,39835577,5288062,5428552,87.9,35.2,0.0959,-,-,-
MH0429,-,-,Gut,ERP004605,32430161,5671844,5483291,26758317,26946870,3231041,3419594,87.9,35.4,0.0934,-,-,-
MH0430,-,-,Gut,ERP004605,32412558,6859276,6742150,25553282,25670408,3554853,3671979,87.6,35.2,0.103,-,-,-
MH0431,-,-,Gut,ERP004605,44534551,10419355,10871687,34115196,33662864,5881469,5429137,87.3,35.1,0.111,-,-,-
MH0432,-,-,Gut,ERP004605,45883744,9690495,9857459,36193249,36026285,5212403,5045439,87.7,35.1,0.1,-,-,-
MH0433,-,-,Gut,ERP004605,42334046,9200600,9494633,33133446,32839413,5221119,4927086,87.6,35.2,0.105,-,-,-
MH0434,-,-,Gut,ERP004605,47214790,21151,47074,47193639,47167716,46915,20992,90,63.9,0.00293,-,-,-
MH0435,-,-,Gut,ERP004605,53159662,11025938,12110297,42133724,41049365,6796072,5711713,87.7,35.3,0.0801,-,-,-
MH0436,-,-,Gut,ERP004605,51157803,10311919,11327319,40845884,39830484,6170823,5155423,87.9,35.3,0.0995,-,-,-
MH0437,-,-,Gut,ERP004605,49333495,10686948,11608330,38646547,37725165,6231403,5310021,87.7,35.3,0.0994,-,-,-
MH0438,-,-,Gut,ERP004605,48206629,9145626,10083590,39061003,38123039,5639277,4701313,88.2,35.4,0.0865,-,-,-
MH0439,-,-,Gut,ERP004605,49032102,9302,31086,49022800,49001016,31038,9254,2.39,64.2,0.0026,-,-,-
MH0440,-,-,Gut,ERP004605,48397323,9360176,10604872,39037147,37792451,5726775,4482079,88.3,35.4,0.0871,-,-,-
MH0441,-,-,Gut,ERP004605,45146448,9423726,10294415,35722722,34852033,5581144,4710455,87.8,35.3,0.0977,-,-,-
MH0442,-,-,Gut,ERP004605,49448776,8590298,8466468,40858478,40982308,4876707,5000537,88.5,35.7,0.0753,-,-,-
MH0443,-,-,Gut,ERP004605,48733462,13560025,11015281,35173437,37718181,4659187,7203931,87.1,34.7,0.12,-,-,-
MH0444,-,-,Gut,ERP004605,49356390,7910478,8942835,41445912,40413555,5199565,4167208,88.5,35.5,0.0802,-,-,-
MH0445,-,-,Gut,ERP004605,46018505,13311445,10655228,32707060,35363277,4335510,6991727,87.1,34.7,0.121,-,-,-
MH0446,-,-,Gut,ERP004605,58537173,14044956,15419800,44492217,43117373,8183739,6808895,87.4,35.0,0.0875,-,-,-
MH0447,-,-,Gut,ERP004605,54622453,13099329,12515837,41523124,42106616,6167192,6750684,87.6,35.0,0.107,-,-,-
MH0448,-,-,Gut,ERP004605,45073600,9047270,9767647,36026330,35305953,5277487,4557110,88.2,35.3,0.0914,-,-,-
MH0450,-,-,Gut,ERP004605,8148601,1488852,1604564,6659749,6544037,935381,819669,88.3,35.5,0.0955,-,-,-
MH0451,-,-,Gut,ERP004605,42970651,7846530,8816760,35124121,34153891,4909502,3939272,88.2,35.5,0.0883,-,-,-
MH0452,-,-,Gut,ERP004605,49900968,7468167,7338896,42432801,42562072,4387002,4516273,88.7,35.9,0.0674,-,-,-
MH0453,-,-,Gut,ERP004605,43368945,8644821,9277599,34724124,34091346,5111709,4478931,88.1,35.3,0.0938,-,-,-
MH0454,-,-,Gut,ERP004605,44553542,9103025,10041662,35450517,34511880,5335955,4397318,88.2,35.3,0.0931,-,-,-
MH0455,-,-,Gut,ERP004605,49049383,8638963,9486343,40410420,39563040,5301908,4454528,88.4,35.5,0.0833,-,-,-
MH0456,-,-,Gut,ERP004605,44057142,7449669,8520737,36607473,35536405,4951423,3880355,88.4,35.6,0.0815,-,-,-
MH0457,-,-,Gut,ERP004605,47565005,9455447,10475579,38109558,37089426,5655502,4635370,88.2,35.4,0.0895,-,-,-
MH0458,-,-,Gut,ERP004605,43801963,6577054,7522104,37224909,36279859,4536561,3591511,88.5,35.7,0.077,-,-,-
MH0462,-,-,Gut,ERP004605,52266862,8425151,9245365,43841711,43021497,5324700,4504486,88.5,35.6,0.0796,-,-,-
MS27,Agriculture,-,MGRAST,MGRAST_4528934.3,99966,17033,0,82933,0,0,0,424,NA,0,-,-,-
MS28,Agriculture,-,MGRAST,MGRAST_4529373.3,138970,24860,0,114110,0,0,0,408,NA,0,-,-,-
MS120,Agriculture,-,MGRAST,MGRAST_4636837.3,1979926,249859,0,1730067,0,0,0,190,34.7,0.233,-,-,-
MS121,Agriculture,-,MGRAST,MGRAST_4637195.3,1960106,235453,0,1724653,0,0,0,191,34.7,0.228,-,-,-
MS122,Agriculture,-,MGRAST,MGRAST_4637196.3,1919517,232042,0,1687475,0,0,0,190,34.7,0.233,-,-,-
MS123,Agriculture,-,MGRAST,MGRAST_4637197.3,2039316,285576,0,1753740,0,0,0,186,34.3,0.277,-,-,-
MS131,Agriculture,-,MGRAST,MGRAST_4509396.3,25952612,6311367,0,19641245,0,0,0,101,35.2,0.265,-,-,-
MS132,Agriculture,-,MGRAST,MGRAST_4509397.3,62560980,16994377,0,45566603,0,0,0,6.42,34.9,0.261,-,-,-
MS133,Agriculture,-,MGRAST,MGRAST_4509398.3,63274044,16580484,0,46693560,0,0,0,8.7,35.0,0.254,-,-,-
MS157,Agriculture,-,MGRAST,MGRAST_4539514.3,87224214,49130190,0,38094024,0,0,0,97.8,NA,56.4,-,-,-
MS158,Agriculture,-,MGRAST,MGRAST_4539515.3,94610611,52715153,0,41895458,0,0,0,97.9,NA,51.3,-,-,-
MS159,Agriculture,-,MGRAST,MGRAST_4539516.3,94581380,54288343,0,40293037,0,0,0,97.9,NA,53.3,-,-,-
MS160,Agriculture,-,MGRAST,MGRAST_4539517.3,98333698,57058188,0,41275510,0,0,0,97.9,34.7,0.18,-,-,-
MS162,Agriculture,-,MGRAST,MGRAST_4539519.3,94271386,54622299,0,39649087,0,0,0,97.9,34.8,0.174,-,-,-
MS163,Agriculture,-,MGRAST,MGRAST_4539520.3,95625033,53660346,0,41964687,0,0,0,98,34.9,0.168,-,-,-
MS164,Agriculture,-,MGRAST,MGRAST_4539521.3,70989994,43830167,0,27159827,0,0,0,97.5,34.7,0.203,-,-,-
MS165,Agriculture,-,MGRAST,MGRAST_4539522.3,105967276,67869363,0,38097913,0,0,0,97.4,34.5,0.203,-,-,-
MS166,Agriculture,-,MGRAST,MGRAST_4539523.3,104952205,67145341,0,37806864,0,0,0,97.5,34.5,0.204,-,-,-
MS167,Agriculture,-,MGRAST,MGRAST_4539524.3,100671525,63034198,0,37637327,0,0,0,97.5,34.6,0.199,-,-,-
MS168,Agriculture,-,MGRAST,MGRAST_4539525.3,40030440,25622448,0,14407992,0,0,0,97.4,34.5,0.229,-,-,-
MS169,Agriculture,-,MGRAST,MGRAST_4539526.3,100689719,64520046,0,36169673,0,0,0,97.5,34.6,0.201,-,-,-
MS170,Agriculture,-,MGRAST,MGRAST_4539527.3,98496588,64037113,0,34459475,0,0,0,97.4,34.5,0.212,-,-,-
MS171,Agriculture,-,MGRAST,MGRAST_4539528.3,520346510,451428582,0,68917928,0,0,0,41.5,NA,31.2,-,-,-
MS172,Agriculture,-,MGRAST,MGRAST_4508939.3,16923988,831073,0,16092915,0,0,0,176,35.8,0.157,-,-,-
MS173,Agriculture,-,MGRAST,MGRAST_4508940.3,17442824,917413,0,16525411,0,0,0,175,35.7,0.162,-,-,-
MS175,Agriculture,-,MGRAST,MGRAST_4508938.3,9999775,454496,0,9545279,0,0,0,169,36.0,0.161,-,-,-
MS176,Agriculture,-,MGRAST,MGRAST_4508937.3,43289227,2014936,0,41274291,0,0,0,61.6,35.9,0.142,-,-,-
MS219,Agriculture,-,MGRAST,MGRAST_4631721.3,13511951,142788,0,13369163,0,0,0,101,35.5,0.128,-,-,-
MS220,Agriculture,-,MGRAST,MGRAST_4631724.3,13753360,142199,0,13611161,0,0,0,101,35.5,0.126,-,-,-
MS224,Agriculture,-,MGRAST,MGRAST_4523238.3,42150952,18970177,0,23180775,0,0,0,115,34.6,0.291,-,-,-
MS226,Agriculture,-,MGRAST,MGRAST_4523240.3,33206639,14514377,0,18692262,0,0,0,115,34.7,0.293,-,-,-
MS240,Agriculture,-,MGRAST,MGRAST_4667212.3,10328899,824345,0,9504554,0,0,0,100,35.5,0.171,-,-,-
MS241,Agriculture,-,MGRAST,MGRAST_4667213.3,31868759,8923310,0,22945449,0,0,0,100,34.1,0.241,-,-,-
MS242,Agriculture,-,MGRAST,MGRAST_4667214.3,23012618,9024031,0,13988587,0,0,0,99.6,33.2,0.411,-,-,-
MS243,Agriculture,-,MGRAST,MGRAST_4667215.3,30259735,8284176,0,21975559,0,0,0,100,34.2,0.24,-,-,-
MS244,Agriculture,-,MGRAST,MGRAST_4635904.3,25525011,885987,0,24639024,0,0,0,122,35.0,0.274,-,-,-
MS245,Agriculture,-,MGRAST,MGRAST_4635905.3,25525011,745455,0,24779556,0,0,0,123,34.7,0.332,-,-,-
MS246,Agriculture,-,MGRAST,MGRAST_4626743.3,43601990,977079,0,42624911,0,0,0,0.129,35.1,0.127,-,-,-
MS247,Agriculture,-,MGRAST,MGRAST_4626744.3,43601990,685854,0,42916136,0,0,0,0.842,35.1,0.103,-,-,-
MS248,Agriculture,-,MGRAST,MGRAST_4626747.3,43895780,970113,0,42925667,0,0,0,0.836,35.1,0.126,-,-,-
MS249,Agriculture,-,MGRAST,MGRAST_4626748.3,43895780,697957,0,43197823,0,0,0,1.49,35.1,0.105,-,-,-
MS251,Agriculture,-,MGRAST,MGRAST_4626755.3,4665752,10380,0,4655372,0,0,0,287,35.4,0.498,-,-,-
MS252,Agriculture,-,MGRAST,MGRAST_4626756.3,4665752,8669,0,4657083,0,0,0,239,31.4,0.862,-,-,-
MS253,Agriculture,-,MGRAST,MGRAST_4626745.3,53370919,1149382,0,52221537,0,0,0,18.6,35.1,0.122,-,-,-
MS254,Agriculture,-,MGRAST,MGRAST_4626746.3,22168775,396075,0,21772700,0,0,0,101,35.1,0.122,-,-,-
MS256,Agriculture,-,MGRAST,MGRAST_4626753.3,4094343,6524,0,4087819,0,0,0,289,35.4,0.501,-,-,-
MS257,Agriculture,-,MGRAST,MGRAST_4626754.3,4094343,5435,0,4088908,0,0,0,239,31.3,0.879,-,-,-
MS258,Agriculture,-,MGRAST,MGRAST_4623913.3,588840,255863,0,332977,0,0,0,180,27.9,0.817,-,-,-
MS318,Agriculture,-,MGRAST,MGRAST_4597435.3,1404353,128632,0,1275721,0,0,0,214,61.2,61.2,-,-,-
MS319,Agriculture,-,MGRAST,MGRAST_4597438.3,1270366,205965,0,1064401,0,0,0,200,29.0,0.665,-,-,-
MS320,Agriculture,-,MGRAST,MGRAST_4597440.3,1567417,147325,0,1420092,0,0,0,214,61.2,61.2,-,-,-
MS321,Agriculture,-,MGRAST,MGRAST_4597442.3,1126156,139458,0,986698,0,0,0,219,60.8,60.8,-,-,-
MS322,Agriculture,-,MGRAST,MGRAST_4597444.3,1045866,254331,0,791535,0,0,0,189,27.8,0.805,-,-,-
MS323,Agriculture,-,MGRAST,MGRAST_4597445.3,1148813,194523,0,954290,0,0,0,199,29.0,0.67,-,-,-
MS324,Agriculture,-,MGRAST,MGRAST_4597446.3,1050789,123254,0,927535,0,0,0,206,60.2,60.2,-,-,-
MS325,Agriculture,-,MGRAST,MGRAST_4597447.3,1123082,275339,0,847743,0,0,0,185,29.3,0.574,-,-,-
MS326,Agriculture,-,MGRAST,MGRAST_4597449.3,1405455,251048,0,1154407,0,0,0,182,28.9,0.632,-,-,-
MS335,Agriculture,-,MGRAST,MGRAST_4497370.3,15521548,3886903,0,11634645,0,0,0,99.7,34.2,0.205,-,-,-
MS336,Agriculture,-,MGRAST,MGRAST_4497371.3,16901918,4103566,0,12798352,0,0,0,99.7,34.2,0.202,-,-,-
MS339,Agriculture,-,MGRAST,MGRAST_4497387.3,18901443,4848181,0,14053262,0,0,0,99.7,34.3,0.181,-,-,-
MS340,Agriculture,-,MGRAST,MGRAST_4497388.3,14368635,3717195,0,10651440,0,0,0,99.7,34.2,0.187,-,-,-
MS18,Desert,-,MGRAST,MGRAST_4522025.3,2081781,180621,0,1901160,0,0,0,368,29.8,0.923,-,-,-
MS19,Desert,-,MGRAST,MGRAST_4522026.3,1774604,157486,0,1617118,0,0,0,387,29.5,0.94,-,-,-
MS360,Desert,-,MGRAST,MGRAST_4477904.3,10863646,3996321,0,6867325,0,0,0,99.7,35.4,0.264,-,-,-
MS361,Desert,-,MGRAST,MGRAST_4477902.3,9446684,3741544,0,5705140,0,0,0,99.7,35.3,0.287,-,-,-
MS362,Desert,-,MGRAST,MGRAST_4477903.3,6543681,2819714,0,3723967,0,0,0,99.7,35.2,0.3,-,-,-
MS363,Desert,-,MGRAST,MGRAST_4477803.3,5951684,1508890,0,4442794,0,0,0,99.8,35.8,0.203,-,-,-
MS364,Desert,-,MGRAST,MGRAST_4477901.3,5454640,2054162,0,3400478,0,0,0,99.8,35.5,0.252,-,-,-
MS365,Desert,-,MGRAST,MGRAST_4477900.3,7947086,1991334,0,5955752,0,0,0,99.8,35.8,0.207,-,-,-
MS179,Desert,-,MGRAST,MGRAST_4492614.3,23336627,4064650,0,19271977,0,0,0,135,32.1,0.504,-,-,-
MS180,Desert,-,MGRAST,MGRAST_4492618.3,13331279,2382280,0,10948999,0,0,0,134,31.8,0.521,-,-,-
MS181,Desert,-,MGRAST,MGRAST_4492602.3,13163167,7083410,0,6079757,0,0,0,139,32.7,0.486,-,-,-
MS182,Desert,-,MGRAST,MGRAST_4492603.3,8362887,1080372,0,7282515,0,0,0,138,32.4,0.499,-,-,-
MS183,Desert,-,MGRAST,MGRAST_4492761.3,19796042,2777458,0,17018584,0,0,0,139,32.8,0.471,-,-,-
MS193,Desert,-,MGRAST,MGRAST_4477872.3,6805456,2634234,0,4171222,0,0,0,99.7,35.3,0.282,-,-,-
MS200,Desert,-,MGRAST,MGRAST_4477805.3,5899497,2102682,0,3796815,0,0,0,99.8,35.5,0.261,-,-,-
MS227,Desert,-,MGRAST,MGRAST_4654026.3,4902736,30187,0,4872549,0,0,0,182,34.4,0.235,-,-,-
MS228,Desert,-,MGRAST,MGRAST_4654027.3,2840653,19514,0,2821139,0,0,0,180,34.2,0.249,-,-,-
MS229,Desert,-,MGRAST,MGRAST_4654028.3,3129422,20080,0,3109342,0,0,0,179,34.4,0.237,-,-,-
MS230,Desert,-,MGRAST,MGRAST_4654029.3,2725118,16317,0,2708801,0,0,0,181,34.3,0.239,-,-,-
MS231,Desert,-,MGRAST,MGRAST_4654030.3,2915911,18294,0,2897617,0,0,0,179,34.3,0.239,-,-,-
MS232,Desert,-,MGRAST,MGRAST_4654031.3,2528610,17281,0,2511329,0,0,0,178,34.2,0.255,-,-,-
MS233,Desert,-,MGRAST,MGRAST_4543020.3,3100617,2193900,0,906717,0,0,0,164,27.2,0.672,-,-,-
MS234,Desert,-,MGRAST,MGRAST_4543022.3,3041048,2130658,0,910390,0,0,0,133,27.9,0.492,-,-,-
MS235,Desert,-,MGRAST,MGRAST_4543023.3,2048827,855514,0,1193313,0,0,0,157,28.7,0.506,-,-,-
MS236,Desert,-,MGRAST,MGRAST_4543019.3,2016127,1475225,0,540902,0,0,0,155,27.4,0.627,-,-,-
MS237,Desert,-,MGRAST,MGRAST_4543021.3,2349820,1685339,0,664481,0,0,0,125,28.4,0.43,-,-,-
MS260,Desert,-,MGRAST,MGRAST_4480704.3,52950784,1863466,0,51087318,0,0,0,16.9,56.8,0.011,-,-,-
MS41,Grassland,-,MGRAST,MGRAST_4485389.3,105010,4621,0,100389,0,0,0,400,NA,0,-,-,-
MS42,Grassland,-,MGRAST,MGRAST_4485390.3,114709,3845,0,110864,0,0,0,403,NA,0,-,-,-
MS43,Grassland,-,MGRAST,MGRAST_4485391.3,134389,3782,0,130607,0,0,0,402,NA,0,-,-,-
MS44,Grassland,-,MGRAST,MGRAST_4485392.3,113883,3359,0,110524,0,0,0,379,NA,0,-,-,-
MS45,Grassland,-,MGRAST,MGRAST_4485393.3,96793,1767,0,95026,0,0,0,403,NA,0,-,-,-
MS46,Grassland,-,MGRAST,MGRAST_4485394.3,84053,1682,0,82371,0,0,0,406,NA,0,-,-,-
MS48,Grassland,-,MGRAST,MGRAST_4485396.3,83399,1476,0,81923,0,0,0,394,NA,0,-,-,-
MS51,Grassland,-,MGRAST,MGRAST_4485399.3,90340,1969,0,88371,0,0,0,392,NA,0,-,-,-
MS52,Grassland,-,MGRAST,MGRAST_4485400.3,130016,4030,0,125986,0,0,0,408,NA,0,-,-,-
MS53,Grassland,-,MGRAST,MGRAST_4485401.3,133309,3652,0,129657,0,0,0,401,NA,0,-,-,-
MS54,Grassland,-,MGRAST,MGRAST_4485402.3,113565,3510,0,110055,0,0,0,395,NA,0,-,-,-
MS55,Grassland,-,MGRAST,MGRAST_4485403.3,126331,3295,0,123036,0,0,0,403,NA,0,-,-,-
MS64,Grassland,-,MGRAST,MGRAST_4453274.3,754185,114644,0,639541,0,0,0,385,NA,0,-,-,-
MS76,Grassland,-,MGRAST,MGRAST_4623639.3,11110210,2204675,0,8905535,0,0,0,101,34.7,0.256,-,-,-
MS77,Grassland,-,MGRAST,MGRAST_4623640.3,11415628,970040,0,10445588,0,0,0,101,35.3,0.134,-,-,-
MS78,Grassland,-,MGRAST,MGRAST_4623641.3,13499528,1227345,0,12272183,0,0,0,101,35.2,0.127,-,-,-
MS79,Grassland,-,MGRAST,MGRAST_4623642.3,15152756,1730016,0,13422740,0,0,0,101,34.9,0.16,-,-,-
MS80,Grassland,-,MGRAST,MGRAST_4539063.3,52599385,4543875,0,48055510,0,0,0,58.9,34.0,0.165,-,-,-
MS81,Grassland,-,MGRAST,MGRAST_4539064.3,51780433,4406533,0,47373900,0,0,0,57.6,34.0,0.165,-,-,-
MS82,Grassland,-,MGRAST,MGRAST_4541641.3,50998294,4290552,0,46707742,0,0,0,56.4,34.0,0.164,-,-,-
MS83,Grassland,-,MGRAST,MGRAST_4541642.3,58222076,5112278,0,53109798,0,0,0,67.3,34.0,0.168,-,-,-
MS84,Grassland,-,MGRAST,MGRAST_4541644.3,46584973,3963179,0,42621794,0,0,0,47.6,34.0,0.165,-,-,-
MS85,Grassland,-,MGRAST,MGRAST_4541647.3,62607497,5358075,0,57249422,0,0,0,73.3,34.0,0.16,-,-,-
MS86,Grassland,-,MGRAST,MGRAST_4541648.3,50116149,4212224,0,45903925,0,0,0,54.8,34.0,0.164,-,-,-
MS87,Grassland,-,MGRAST,MGRAST_4541649.3,58786973,4844562,0,53942411,0,0,0,68.8,34.1,0.159,-,-,-
MS88,Grassland,-,MGRAST,MGRAST_4541651.3,57821781,4749635,0,53072146,0,0,0,67.5,34.1,0.16,-,-,-
MS90,Grassland,-,MGRAST,MGRAST_4449252.3,92615,4508,0,88107,0,0,0,410,NA,0,-,-,-
MS92,Grassland,-,MGRAST,MGRAST_4449256.3,87810,4117,0,83693,0,0,0,419,NA,0,-,-,-
MS96,Grassland,-,MGRAST,MGRAST_4449877.3,84858,4060,0,80798,0,0,0,416,NA,0,-,-,-
MS108,Grassland,-,MGRAST,MGRAST_4510860.3,971085,1832,0,969253,0,0,0,134,NA,0,-,-,-
MS109,Grassland,-,MGRAST,MGRAST_4510861.3,1217228,1438,0,1215790,0,0,0,135,NA,0,-,-,-
MS110,Grassland,-,MGRAST,MGRAST_4510862.3,1444412,1754,0,1442658,0,0,0,130,NA,0,-,-,-
MS111,Grassland,-,MGRAST,MGRAST_4510863.3,1740219,1912,0,1738307,0,0,0,131,NA,0,-,-,-
MS112,Grassland,-,MGRAST,MGRAST_4510864.3,1339946,1646,0,1338300,0,0,0,134,NA,0,-,-,-
MS113,Grassland,-,MGRAST,MGRAST_4510865.3,3293845,3507,0,3290338,0,0,0,132,NA,0,-,-,-
MS114,Grassland,-,MGRAST,MGRAST_4510866.3,1187603,2340,0,1185263,0,0,0,144,NA,0,-,-,-
MS115,Grassland,-,MGRAST,MGRAST_4510867.3,2737931,3809,0,2734122,0,0,0,146,NA,0,-,-,-
MS116,Grassland,-,MGRAST,MGRAST_4510868.3,242397,704,0,241693,0,0,0,140,NA,0,-,-,-
MS125,Grassland,-,MGRAST,MGRAST_4449358.3,90765,4425,0,86340,0,0,0,353,NA,0,-,-,-
MS127,Grassland,-,MGRAST,MGRAST_4449360.3,84770,4469,0,80301,0,0,0,359,NA,0,-,-,-
MS128,Grassland,-,MGRAST,MGRAST_4449362.3,88074,4803,0,83271,0,0,0,359,NA,0,-,-,-
MS134,Grassland,-,MGRAST,MGRAST_4539571.3,213497494,95025449,0,118472045,0,0,0,26.1,34.0,0.141,-,-,-
MS135,Grassland,-,MGRAST,MGRAST_4539572.3,217514697,94800185,0,122714512,0,0,0,28.6,34.2,0.133,-,-,-
MS136,Grassland,-,MGRAST,MGRAST_4539573.3,217164987,98204954,0,118960033,0,0,0,26.3,34.1,0.141,-,-,-
MS137,Grassland,-,MGRAST,MGRAST_4539574.3,206083276,92122214,0,113961062,0,0,0,23.2,34.1,0.135,-,-,-
MS138,Grassland,-,MGRAST,MGRAST_4539575.3,233720367,106536264,0,127184103,0,0,0,31,0.4,0.128,-,-,-
MS139,Grassland,-,MGRAST,MGRAST_4539576.3,216366290,96111523,0,120254767,0,0,0,27.1,34.1,0.14,-,-,-
MS140,Grassland,-,MGRAST,MGRAST_4539577.3,215825187,94348415,0,121476772,0,0,0,27.9,34.1,0.138,-,-,-
MS141,Grassland,-,MGRAST,MGRAST_4539578.3,137054866,105467638,0,31587228,0,0,0,97,33.2,0.279,-,-,-
MS142,Grassland,-,MGRAST,MGRAST_4539579.3,167518968,136062189,0,31456779,0,0,0,96.8,33.2,0.293,-,-,-
MS143,Grassland,-,MGRAST,MGRAST_4539580.3,179109050,145642190,0,33466860,0,0,0,96.8,33.2,0.289,-,-,-
MS144,Grassland,-,MGRAST,MGRAST_4539581.3,4941501,4109818,0,831683,0,0,0,96.8,33.3,0.32,-,-,-
MS145,Grassland,-,MGRAST,MGRAST_4539582.3,167339991,140079496,0,27260495,0,0,0,96.6,33.0,0.316,-,-,-
MS146,Grassland,-,MGRAST,MGRAST_4539583.3,176436132,145836567,0,30599565,0,0,0,96.7,33.1,0.3,-,-,-
MS147,Grassland,-,MGRAST,MGRAST_4539584.3,175744326,145110428,0,30633898,0,0,0,96.7,33.1,0.302,-,-,-
MS154,Grassland,-,MGRAST,MGRAST_4539592.3,49874608,19267267,0,30607341,0,0,0,106,32.1,0.151,-,-,-
MS155,Grassland,-,MGRAST,MGRAST_4539593.3,49910017,28133390,0,21776627,0,0,0,103,32.0,0.166,-,-,-
MS156,Grassland,-,MGRAST,MGRAST_4539594.3,49522529,26331901,0,23190628,0,0,0,104,32.0,0.161,-,-,-
MS178,Grassland,-,MGRAST,MGRAST_4477804.3,5348832,1747546,0,3601286,0,0,0,99.8,36.0,0.22,-,-,-
MS203,Grassland,-,MGRAST,MGRAST_4511111.3,14970232,3886395,0,11083837,0,0,0,99.8,34.9,0.185,-,-,-
MS204,Grassland,-,MGRAST,MGRAST_4511112.3,16649950,3179454,0,13470496,0,0,0,99.8,34.8,0.192,-,-,-
MS205,Grassland,-,MGRAST,MGRAST_4511113.3,19024218,1705164,0,17319054,0,0,0,99.9,35.9,0.134,-,-,-
MS206,Grassland,-,MGRAST,MGRAST_4511114.3,25027836,4939483,0,20088353,0,0,0,99.8,34.8,0.188,-,-,-
